merchant,id,status,order_date,payment_date,shipping_date,product_id,product_name,Grade,price,quantity,SKU,subtotal,total,memo_content,shipping_prefecture,注文詳細ID,Domain,payment_method,canceller,product_code,total_price,status_id,orderline_value,payment_status
アップルバイヤーズ,53131.0,less_normal,,,,9085,iPad Air 第4世代 10.9インチ - 2020 - WiFi - 64GB - スカイブルー,A,69800,1,,69800,69800,,big_city,364544,other,credit_card,big_canceller,419599,69800,35,69800,―
P&G,52878.0,less_normal,,,,4620,AirPods Pro (エアポッツプロ - MWP22J/A),A,22990,1,4549995085938-d,22990,22990,,big_city,362726,other,credit_card,big_canceller,308532,22990,35,22990,―
Sakumoba,54884.0,less_normal,,,,9941,iPad mini 第6世代 8.3インチ - 2021 - WiFi - 64GB - パープル,A,68800,1,,68800,68800,,small_city,377124,other,credit_card,big_canceller,512570,68800,35,68800,―
ワールドモバイル,54969.0,less_normal,,,,7745,iPad Pro 11インチ 第2世代 - 2020 - WiFi - 256GB - スペースグレイ,B,75800,1,,75800,75800,,big_city,377689,other,credit_card,big_canceller,338083,75800,35,75800,―
Lucky Sky,48846.0,less_normal,,,,6068,iPhone 12 128GB - パープル SIMフリー,A,82000,1,IP12-128G-PURPLE-S,82000,82000,,big_city,333840,other,credit_card,big_canceller,475988,82000,35,82000,―
Loop Mobile,48860.0,less_normal,,,,4781,iPhone 12 64GB - ホワイト SIMフリー,C,73800,1,PH-AP-IP1200-FAC-064-WH-A2402-C,73800,73800,,big_city,333920,other,credit_card,big_canceller,418117,73800,35,73800,―
Loop Mobile,48528.0,less_normal,,,,4991,iPhone 12 Pro Max 512GB - パシフィックブルー SIMフリー,C,124000,1,PH-AP-IP12PM-FAC-512-PC-A2410-C,124000,124000,,big_city,331571,other,credit_card,big_canceller,413849,124000,35,124000,―
Sakumoba,50911.0,less_normal,,,,7619,iPhone 12 Pro 512GB - シルバー SIMフリー,C,105800,1,,105800,105800,,big_city,348601,other,credit_card,big_canceller,413185,105800,35,105800,
Amemoba,79190.0,less_normal,,,,12744,iPad Air 第5世代 10.9インチ - 2022 - WiFi + Cellular SIMフリー - 64GB - スペースグレイ,A,96800,1,71505930,96800,96800,,big_city,562882,gmail.com,credit_card,big_canceller,687769,96800,35,96800,―
Amemoba,79630.0,normal,2022-08-29,44802.48564814815,,13142,iPad mini 第6世代 8.3インチ - 2021 - WiFi - 256GB - スペースグレイ,A,88709,1,CDFWX62Y,88709,88709,,big_city,566894,gmail.com,credit_card,mid_canceller,512567,88709,3,88709,cancel
SSmarket,66241.0,less_normal,,,,12261,AirPods Pro (エアポッツプロ - MWP22J/A),B,29800,1,1080B,29800,29800,,big_city,460376,other,credit_card,big_canceller,308532,29800,35,29800,―
アップルバイヤーズ,79033.0,less_normal,,,,13855,iPhone XS 512GB - ゴールド SIMフリー,A,59969,1,38698,59969,59969,,big_city,561412,other,credit_card,big_canceller,226485,59969,35,59969,
Amemoba,65319.0,less_normal,,,,11724,iPhone 12 256GB - パープル SIMフリー,A,114800,1,682307,114800,114800,,big_city,453456,other,credit_card,big_canceller,475998,114800,35,114800,―
Amemoba,66538.0,less_normal,,,,11719,iPhone 13 Pro Max 512GB - シエラブルー SIMフリー,A,198000,1,905610,198000,198000,,big_city,462702,other,credit_card,big_canceller,512431,198000,35,198000,
アップルバイヤーズ,66960.0,less_normal,,,,11616,iPad Air 第5世代 10.9インチ - 2022 - WiFi + Cellular SIMフリー - 64GB - パープル,A,100000,1,,100000,100000,,big_city,465766,other,credit_card,big_canceller,687770,100000,35,100000,―
Amemoba,83544.0,less_normal,,,,7382,AirPods Pro (エアポッツプロ - MWP22J/A),C,27800,1,XSXU0C6L,27800,27800,,big_city,603318,other,credit_card,big_canceller,308532,27800,35,27800,
ワールドモバイル,46116.0,less_normal,,,,6768,iPad Pro 第3世代 12.9インチ - 2018 - WiFi + Cellular - 256GB - シルバー SIMフリー,C,78800,1,,78800,78800,,big_city,314932,other,credit_card,big_canceller,320654,78800,35,78800,―
P&G,47693.0,less_normal,,,,4943,iPhone 12 Pro 256GB - パシフィックブルー SIMフリー,A,119300,1,4549995183955-d,119300,119300,,big_city,325730,other,credit_card,big_canceller,413184,119300,35,119300,―
P&G,56184.0,less_normal,,,,4620,AirPods Pro (エアポッツプロ - MWP22J/A),A,22990,1,4549995085938-d,22990,22990,,big_city,386329,other,credit_card,big_canceller,308532,22990,35,22990,
ワールドモバイル,78825.0,less_normal,,,,12735,iPad Air 第4世代 10.9インチ - 2020 - WiFi - 64GB - ローズゴールド,A,68800,1,,68800,68800,,big_city,559434,other,credit_card,big_canceller,419597,68800,35,68800,―
SECOND HAND,79773.0,less_normal,,,,12549,Apple Watch Series 6 (GPSモデル) - 2020 - 44mm ブルーアルミニウムケース - ディープネイビースポーツバンド付き,A,44800,1,AW644ALMGPSSBBLUDNV-1,44800,44800,,small_city,568403,gmail.com,credit_card,big_canceller,568721,44800,35,44800,
Amemoba,64691.0,less_normal,,,,11115,iPhone 13 Pro 256GB - シエラブルー SIMフリー,C,147800,1,,147800,147800,,big_city,448940,other,credit_card,big_canceller,512422,147800,35,147800,―
RECO,80883.0,less_normal,,,,12298,iPhone 13 Pro 128 GB - シルバー SIMフリー,B,129900,1,,129900,129900,,big_city,578220,other,credit_card,big_canceller,512412,129900,35,129900,
ワールドモバイル,81511.0,less_normal,,,,11696,iPad Pro 12.9インチ 第4世代 - 2020 - WiFi + Cellular - 1TB - スペースグレイ SIMフリー,A,104800,1,,104800,104800,,big_city,584151,other,credit_card,big_canceller,338479,104800,35,104800,―
Loop Mobile,45957.0,less_normal,,,,4800,iPhone 12 Pro 128GB - パシフィックブルー SIMフリー,C,99500,1,PH-AP-IP12P0-FAC-128-PC-A2406-C,99500,99500,,big_city,313764,other,credit_card,big_canceller,413174,99500,35,99500,―
ワールドモバイル,66580.0,less_normal,,,,11673,iPad Pro 12.9インチ 第4世代 - 2020 - WiFi + Cellular - 256GB - スペースグレイ SIMフリー,C,94800,1,,94800,94800,,big_city,462991,other,credit_card,big_canceller,338464,94800,35,94800,―
P&G,45316.0,less_normal,,,,4620,AirPods Pro (エアポッツプロ - MLWK3JA),A,25500,1,4549995085938-d,25500,25500,,small_city,309303,gmail.com,credit_card,big_canceller,308532,25500,35,25500,―
Amemoba,58565.0,less_normal,,,,10901,iPhone 13 Pro Max 256GB - シエラブルー SIMフリー,A,145800,1,84263906,145800,145800,,small_city,403513,other,credit_card,big_canceller,512429,145800,35,145800,―
Lucky Sky,46882.0,less_normal,,,,6075,iPhone 13 Pro 128GB - シエラブルー SIMフリー,A,120000,1,IP13 PRO-128G-BLUE-S,120000,120000,,big_city,320070,other,credit_card,big_canceller,512418,120000,35,120000,―
Reuse Style,79636.0,less_normal,,,,13346,MacBook Air 13インチ - 2020 - Retinaディスプレイ - スペースグレイ - Core i5 1.1 GHz - SSD 256GB - RAM 16GB - JIS配列キーボード,B,115000,1,,115000,115000,,small_city,566955,gmail.com,credit_card,big_canceller,716010_JP,115000,35,115000,
Reuse Style,79185.0,normal,2022-08-27,44800.55626157407,,13275,iPhone 12 64GB - ブラック SIMフリー,A,86899,1,,86899,86899,,small_city,562815,gmail.com,credit_card,mid_canceller,418114,86899,3,86899,cancel
男前ケータイ,79659.0,less_normal,,,,13427,iPad mini 第6世代 8.3インチ - 2021 - WiFi - 256GB - スペースグレイ,A,88710,1,,88710,88710,,small_city,567177,gmail.com,credit_card,big_canceller,512567,88710,35,88710,
Reuse Style,79162.0,normal,2022-08-27,44800.4447337963,,12429,MacBook Air 13インチ - 2020 - Retinaディスプレイ - シルバー - Core i5 1.6 GHz - SSD 256GB - RAM 8GB - JIS配列キーボード,C,110000,1,,110000,110000,,big_city,562547,gmail.com,credit_card,mid_canceller,520627_JP,110000,3,110000,cancel
SECOND HAND,79675.0,normal,2022-08-29,44802.62908564815,,12282,AirPods Pro (エアポッツプロ - MWP22J/A),A,29310,1,APPRWH-1,29310,29310,,big_city,567361,other,credit_card,mid_canceller,308532,29310,3,29310,cancel
Guest Mobile,79693.0,less_normal,,,,13412,iPhone 13 Pro Max 128GB- グラファイト SIMフリー,A,189800,1,,189800,189800,,big_city,567607,gmail.com,credit_card,big_canceller,512442,189800,35,189800,
PRODIG,79700.0,less_normal,,,,12452,iPhone 12 128GB - グリーン SIMフリー,B,91796,1,12-gr-128-2,91796,91796,,big_city,567662,gmail.com,credit_card,big_canceller,418122,91796,35,91796,
Likewize Japan,79931.0,less_normal,,,,4456,iPhone 12 Pro 256GB - グラファイト SIMフリー,B,94000,1,,94000,94000,,big_city,569847,gmail.com,credit_card,big_canceller,413182,94000,35,94000,
Lucky Sky,83212.0,less_normal,,,,5176,iPhone 13 Pro 256GB - シエラブルー SIMフリー,A,146700,1,IP13 PRO-256G-BLUE-S,146700,146700,,small_city,600070,other,credit_card,big_canceller,512422,146700,35,146700,
SECOND HAND,79164.0,normal,2022-08-27,44800.45795138889,44802.82019675926,10896,MacBook Air 13インチ - 2018 - Retinaディスプレイ - シルバー - Core i5 1.6 GHz - SSD 128GB - RAM 16GB - JIS配列キーボード - MREA2J/A,B,94000,1,MBA20181316SILV-2,94000,94000,,small_city,562575,gmail.com,credit_card,mid_canceller,569812_JP,94000,3,94000,cancel
Lucky Sky,48014.0,less_normal,,,,5408,iPhone 12 Pro 128GB - グラファイト SIMフリー,A,105000,1,IP12 PRO-128G-GRAY-S,105000,105000,,big_city,327965,other,credit_card,big_canceller,413171,105000,35,105000,
Sakumoba,47245.0,less_normal,,,,7482,iPhone 12 Pro 256GB - シルバー SIMフリー,C,98800,1,,98800,98800,,big_city,322550,other,credit_card,big_canceller,413181,98800,35,98800,―
Lucky Sky,81111.0,less_normal,,,,13437,iPhone 13 Pro 256GB - シルバー SIMフリー,A,147000,1,IP13 PRO-256G-SILVER-S,147000,147000,,big_city,580528,other,credit_card,big_canceller,512414,147000,35,147000,
Likewize Japan,44233.0,less_normal,,,,7169,iPhone 12 64GB - グリーン SIMフリー,C,63000,1,,63000,63000,,small_city,301421,other,credit_card,big_canceller,418123,63000,35,63000,
P&G,48025.0,less_normal,,,,4620,AirPods Pro (エアポッツプロ - MWP22J/A),A,25500,1,4549995085938-d,25500,25500,,small_city,328060,gmail.com,credit_card,big_canceller,308532,25500,35,25500,
P&G,48798.0,less_normal,,,,4620,AirPods Pro (エアポッツプロ - MWP22J/A),A,22990,1,4549995085938-d,22990,22990,,small_city,333534,gmail.com,credit_card,big_canceller,308532,22990,35,22990,―
Lucky Sky,63265.0,less_normal,,,,4561,iPhone 12 64GB - ホワイト SIMフリー,A,82000,1,IP12-64G-WHITE-S,82000,82000,,small_city,438462,other,credit_card,big_canceller,418117,82000,35,82000,―
Sakumoba,76266.0,less_normal,,,,11204,AirPods 3 (エアポッツ第3世代 - MME73J/A),A,27991,1,,27991,27991,,big_city,537072,other,credit_card,big_canceller,546537,27991,35,27991,―
Amemoba,66581.0,less_normal,,,,11427,iPad mini 第6世代 8.3インチ - 2021 - WiFi + Cellular - 64GB - スターライト,A,89800,1,70088393,89800,89800,,big_city,462995,other,credit_card,big_canceller,512575,89800,35,89800,―
ワールドモバイル,66655.0,less_normal,,,,11680,iPad Pro 12.9インチ 第4世代 - 2020 - WiFi - 128GB - スペースグレイ,B,90800,1,,90800,90800,,big_city,463505,other,credit_card,big_canceller,428049,90800,35,90800,―
Likewize Japan,80875.0,less_normal,,,,13332,iPhone 12 Pro 128GB - ゴールド SIMフリー,A,93000,1,,93000,93000,,big_city,578077,other,credit_card,big_canceller,413175,93000,35,93000,
Loop Mobile,52592.0,less_normal,,,,4991,iPhone 12 Pro Max 512GB - パシフィックブルー SIMフリー,C,124000,1,PH-AP-IP12PM-FAC-512-PC-A2410-C,124000,124000,,big_city,360660,other,credit_card,big_canceller,413849,124000,35,124000,―
SECOND HAND,66546.0,less_normal,,,,12282,AirPods Pro (エアポッツプロ - MWP22J/A),A,31500,1,APPRWH-1,31500,31500,,big_city,462752,other,credit_card,big_canceller,308532,31500,35,31500,―
旭東トレーディング,66647.0,less_normal,,,,10778,iPad Pro 11インチ 第1世代 - 2018 - 1TB - WiFi + Cellular - スペースグレイ SIMフリー,A,112500,1,4U1V2J/A,112500,112500,,big_city,463449,other,credit_card,big_canceller,178244,112500,35,112500,―
Amemoba,64764.0,less_normal,,,,11115,iPhone 13 Pro 256GB - シエラブルー SIMフリー,C,147800,1,,147800,147800,,big_city,449520,other,credit_card,big_canceller,512422,147800,35,147800,―
Amemoba,65902.0,less_normal,,,,12255,iPad mini 第6世代 8.3インチ - 2021 - WiFi + Cellular - 64GB - ピンク,A,89800,1,77984990,89800,89800,,big_city,457686,other,credit_card,big_canceller,512579,89800,35,89800,―
ワールドモバイル,66597.0,less_normal,,,,11669,iPad Pro 12.9インチ 第4世代 - 2020 - WiFi - 128GB - スペースグレイ,C,88800,1,,88800,88800,,big_city,463108,other,credit_card,big_canceller,428049,88800,35,88800,―
Amemoba,68040.0,less_normal,,,,12252,iPad Air 第5世代 10.9インチ - 2022 - WiFi + Cellular SIMフリー - 64GB - スターライト,A,96800,1,71684933,96800,96800,,big_city,473834,other,credit_card,big_canceller,687766,96800,35,96800,―
Loop Mobile,44153.0,less_normal,,,,4797,iPhone 12 Pro 128GB - グラファイト SIMフリー,C,99500,1,PH-AP-IP12P0-FAC-128-GP-A2406-C,99500,99500,,big_city,300757,other,credit_card,big_canceller,413171,99500,35,99500,―
ワールドモバイル,66600.0,less_normal,,,,11673,iPad Pro 12.9インチ 第4世代 - 2020 - WiFi + Cellular - 256GB - スペースグレイ SIMフリー,C,94800,1,,94800,94800,,big_city,463125,other,credit_card,big_canceller,338464,94800,35,94800,―
Amemoba,66894.0,less_normal,,,,12350,iPad Air 第5世代 10.9インチ - 2022 - WiFi + Cellular SIMフリー - 64GB - ブルー,A,96800,1,1138336,96800,96800,,big_city,465250,other,credit_card,big_canceller,687776,96800,35,96800,
Amemoba,60273.0,less_normal,,,,11113,iPhone 13 128GB - グリーン SIMフリー,C,108000,1,,108000,108000,,big_city,416254,other,credit_card,big_canceller,624159,108000,35,108000,
Amemoba,58659.0,less_normal,,,,10907,iPhone 13 Pro 256GB - シルバー SIMフリー,A,133800,1,637652,133800,133800,,big_city,404217,other,credit_card,big_canceller,512414,133800,35,133800,
Amemoba,60815.0,less_normal,,,,11271,iPhone 13 Pro 256GB - ゴールド SIMフリー,C,148000,1,,148000,148000,,big_city,420434,other,credit_card,big_canceller,512409,148000,35,148000,
旭東トレーディング,60904.0,less_normal,,,,10778,iPad Pro 11インチ 第1世代 - 2018 - 1TB - WiFi + Cellular - スペースグレイ SIMフリー,A,112500,1,4U1V2J/A,112500,112500,,big_city,421094,other,credit_card,big_canceller,178244,112500,35,112500,
Amemoba,79166.0,less_normal,,,,12255,iPad mini 第6世代 8.3インチ - 2021 - WiFi + Cellular - 64GB - ピンク,A,89800,1,77984990,89800,89800,,small_city,562614,gmail.com,credit_card,big_canceller,512579,89800,35,89800,
SECOND HAND,55277.0,less_normal,,,,9182,iPhone 12 Pro 256GB - パシフィックブルー SIMフリー,A,103900,1,IP12PR256PBLU-1,103900,103900,,small_city,379946,other,credit_card,big_canceller,413184,103900,35,103900,―
Sakumoba,55285.0,less_normal,,,,9937,iPad mini 第6世代 8.3インチ - 2021 - WiFi - 256GB - スターライト,A,76800,1,,76800,76800,,small_city,379993,other,credit_card,big_canceller,512572,76800,35,76800,―
Reuse Style,79058.0,less_normal,,,,13346,MacBook Air 13インチ - 2020 - Retinaディスプレイ - スペースグレイ - Core i5 1.1 GHz - SSD 256GB - RAM 16GB - JIS配列キーボード,B,115000,1,,115000,115000,,small_city,561630,gmail.com,credit_card,big_canceller,716010_JP,115000,35,115000,
Loop Mobile,48548.0,less_normal,,,,4800,iPhone 12 Pro 128GB - パシフィックブルー SIMフリー,C,97800,1,PH-AP-IP12P0-FAC-128-PC-A2406-C,97800,97800,,big_city,331725,other,credit_card,big_canceller,413174,97800,35,97800,
アップルバイヤーズ,69281.0,less_normal,,,,11616,iPad Air 第5世代 10.9インチ - 2022 - WiFi + Cellular SIMフリー - 64GB - パープル,A,100000,1,,100000,100000,,big_city,483036,other,credit_card,big_canceller,687770,100000,35,100000,―
Amemoba,78070.0,less_normal,,,,12699,iPhone 13 Pro Max 256GB - アルパイングリーン SIMフリー,B,168000,1,86178292,168000,168000,,big_city,552444,other,credit_card,big_canceller,624187,168000,35,168000,
Sakumoba,77547.0,less_normal,,,,12845,iPhone 13 Pro Max 256GB - アルパイングリーン SIMフリー,A,189700,1,,189700,189700,,big_city,547871,other,credit_card,big_canceller,624187,189700,35,189700,
PRODIG,55865.0,less_normal,,,,9122,iPhone 11 64GB - (PRODUCT)Red SIMフリー,C,41100,1,11-rd-64-3,41100,41100,,big_city,384108,other,credit_card,big_canceller,290060,41100,35,41100,
Likewize Japan,60178.0,less_normal,,,,1390,iPhone XS Max 64GB - スペースグレイ SIMフリー,B,45000,1,,45000,45000,,big_city,415520,other,credit_card,big_canceller,166063,45000,35,45000,―
P&G,52189.0,less_normal,,,,4620,AirPods Pro (エアポッツプロ - MWP22J/A),A,22990,2,4549995085938-d,45980,45980,,big_city,357723,other,credit_card,big_canceller,308532,45980,35,45980,―
Likewize Japan,71933.0,less_normal,,,,10663,iPhone 12 256GB - ブルー SIMフリー,C,78000,1,,78000,78000,,small_city,502838,gmail.com,credit_card,big_canceller,388612,78000,35,78000,―
Amemoba,67332.0,less_normal,,,,11606,iPhone 13 128GB  - スターライト SIMフリー,A,110000,1,10906179,110000,110000,,big_city,468538,other,credit_card,big_canceller,512324,110000,35,110000,―
SECOND HAND,76905.0,less_normal,,,,11358,iPhone 12 64GB - パープル SIMフリー,C,80000,1,IP1264PPL-3,80000,80000,,big_city,542317,gmail.com,credit_card,big_canceller,475946,80000,35,80000,
Reuse Style,79187.0,normal,2022-08-27,44800.55657407407,,12527,MacBook Air 13インチ - 2020 - Retinaディスプレイ - スペースグレイ - Core i5 1.1 GHz - SSD 256GB - RAM 16GB - JIS配列キーボード,C,113300,1,,113300,113300,,big_city,562836,gmail.com,credit_card,mid_canceller,716010_JP,113300,3,113300,cancel
アップルバイヤーズ,50295.0,less_normal,,,,8883,iPhone 12 64GB - ホワイト SIMフリー,A,80000,1,,80000,80000,,small_city,344242,other,credit_card,big_canceller,418117,80000,35,80000,―
Reuse Style,79646.0,less_normal,,,,13274,iPhone 12 64GB - パープル SIMフリー,A,90200,1,,90200,90200,,small_city,567054,gmail.com,credit_card,big_canceller,475946,90200,35,90200,
Reuse Style,79911.0,normal,2022-08-30,44803.51689814815,,13274,iPhone 12 64GB - パープル SIMフリー,A,90200,1,,90200,90200,,small_city,569720,gmail.com,credit_card,mid_canceller,475946,90200,3,90200,cancel
Lucky Sky,78918.0,less_normal,,,,5176,iPhone 13 Pro 256GB - シエラブルー SIMフリー,A,147000,1,IP13 PRO-256G-BLUE-S,147000,147000,,small_city,560299,gmail.com,credit_card,big_canceller,512422,147000,35,147000,
アップルバイヤーズ,80497.0,less_normal,,,,14033,iPhone 12 256GB - (PRODUCT)Red SIMフリー,C,96800,1,38975,96800,96800,,small_city,574668,gmail.com,credit_card,big_canceller,414217,96800,35,96800,
男前ケータイ,82405.0,入金済み,2022-09-09,44813.58672453704,,13427,iPad mini 第6世代 8.3インチ - 2021 - WiFi - 256GB - スペースグレイ,A,88710,1,,88710,88710,,small_city,592593,gmail.com,credit_card,small_canceller,512567,88710,6,88710,good
Guest Mobile,81849.0,normal,2022-09-07,44811.27608796296,,13410,iPhone 13 Pro Max 256GB - アルパイングリーン SIMフリー,A,189799,1,,189799,189799,Fraud：なりすましの疑い,small_city,587345,gmail.com,credit_card,mid_canceller,624187,189799,3,189799,cancel
Lucky Sky,51975.0,less_normal,,,,8909,iPhone 12 128GB - ブラック SIMフリー,A,79000,1,IP12-128G-BLACK-S,79000,79000,,small_city,356336,gmail.com,credit_card,big_canceller,418115,79000,35,79000,
Amemoba,,less_normal,,,,10899,iPhone 8 64GB - スペースグレイ SIMフリー,C,17699,1,80019482,17699,17699,,big_city,490456,other,credit_card,big_canceller,36827,17699,35,17699,
Amemoba,76462.0,less_normal,,,,12994,iPad Pro 12.9インチ 第3世代 - 2018 - WiFi + Cellular - 1TB - スペースグレイ SIMフリー,B,99800,1,98665354,99800,99800,,small_city,538602,other,credit_card,big_canceller,178183,99800,35,99800,
Loop Mobile,54433.0,less_normal,,,,9245,iPhone 12 256GB - グリーン SIMフリー,A,88500,1,PH-AP-IP1200-FAC-256-GR-A2403-A,88500,88500,,big_city,373906,other,credit_card,big_canceller,388256,88500,35,88500,―
PRODIG,78297.0,less_normal,,,,9389,iPhone 12 128GB - ホワイト SIMフリー,B,91976,1,12-wh-128-2,91976,91976,,small_city,554472,gmail.com,credit_card,big_canceller,418116,91976,35,91976,
PRODIG,78321.0,less_normal,,,,9389,iPhone 12 128GB - ホワイト SIMフリー,B,91976,1,12-wh-128-2,91976,91976,,small_city,554720,gmail.com,credit_card,big_canceller,418116,91976,35,91976,
PRODIG,78325.0,less_normal,,,,9389,iPhone 12 128GB - ホワイト SIMフリー,B,91976,1,12-wh-128-2,91976,91976,,small_city,554762,gmail.com,credit_card,big_canceller,418116,91976,35,91976,
アップルバイヤーズ,57087.0,less_normal,,,,9288,iPhone 12 Pro 256GB - グラファイト SIMフリー,C,102800,1,,102800,102800,,small_city,393116,other,credit_card,big_canceller,413182,102800,35,102800,―
ワールドモバイル,54786.0,less_normal,,,,7745,iPad Pro 11インチ 第2世代 - 2020 - WiFi - 256GB - スペースグレイ,B,75800,1,,75800,75800,,small_city,376483,gmail.com,credit_card,big_canceller,338083,75800,35,75800,―
Lucky Sky,54560.0,less_normal,,,,7930,iPhone 13 mini 128GB - ピンク SIMフリー,A,81000,1,IP13 MINI-128G-PINK-S,81000,81000,,small_city,374794,other,credit_card,big_canceller,512332,81000,35,81000,
P&G,50000.0,less_normal,,,,4620,AirPods Pro (エアポッツプロ - MWP22J/A),A,22990,1,4549995085938-d,22990,22990,,small_city,342168,other,credit_card,big_canceller,308532,22990,35,22990,―
Likewize Japan,58415.0,less_normal,,,,9149,iPhone 12 128GB - ブルー SIMフリー,C,68900,1,,68900,68900,,small_city,402479,other,credit_card,big_canceller,418120,68900,35,68900,―
Sakumoba,51792.0,less_normal,,,,9119,iPhone 13 Pro 128GB - シエラブルー SIMフリー,A,133500,1,,133500,133500,,small_city,354984,other,credit_card,big_canceller,512418,133500,35,133500,
Amemoba,76648.0,less_normal,,,,12699,iPhone 13 Pro Max 256GB - アルパイングリーン SIMフリー,B,168000,1,86178292,168000,168000,,small_city,540124,other,credit_card,big_canceller,624187,168000,35,168000,―
Sakumoba,51092.0,less_normal,,,,8128,iPhone 13 mini 128GB - ミッドナイト SIMフリー,A,83800,1,,83800,83800,,big_city,349906,gmail.com,credit_card,big_canceller,512341,83800,35,83800,
Amemoba,72443.0,less_normal,,,,12813,iPad Pro 11インチ 第3世代  - 2021 - WiFi - 128GB - シルバー,C,105800,1,KK46MHWR,105800,105800,,small_city,506430,other,credit_card,big_canceller,475041,105800,35,105800,
Amemoba,75672.0,less_normal,,,,12813,iPad Pro 11インチ 第3世代  - 2021 - WiFi - 128GB - シルバー,C,105800,1,KK46MHWR,105800,105800,,small_city,531692,other,credit_card,big_canceller,475041,105800,35,105800,―
SECOND HAND,55857.0,less_normal,,,,9182,iPhone 12 Pro 256GB - パシフィックブルー SIMフリー,A,103900,1,IP12PR256PBLU-1,103900,103900,,small_city,384047,other,credit_card,big_canceller,413184,103900,35,103900,―
Likewize Japan,83037.0,less_normal,,,,10665,iPhone 12 128GB - グリーン SIMフリー,C,73000,1,,73000,73000,,small_city,598526,gmail.com,credit_card,big_canceller,418122,73000,35,73000,
Amemoba,79003.0,less_normal,,,,11283,iPad mini 第6世代 8.3インチ - 2021 - WiFi - 64GB - スペースグレイ,A,82800,1,Q9G6JHKJ,82800,82800,,small_city,561153,gmail.com,credit_card,big_canceller,512566,82800,35,82800,
Amemoba,81994.0,less_normal,,,,11718,iPhone 12 64GB - ブラック SIMフリー,C,81800,1,11314186,81800,81800,,big_city,588649,other,credit_card,big_canceller,418114,81800,35,81800,
ハピネスネット,56201.0,less_normal,,,,10634,iPhone 13 Pro 256GB- グラファイト SIMフリー,A,177000,1,,177000,177000,,small_city,386451,other,credit_card,big_canceller,512405,177000,35,177000,―
ワールドモバイル,66579.0,less_normal,,,,11692,iPad Pro 12.9インチ 第4世代 - 2020 - WiFi - 256GB - スペースグレイ,A,96800,1,,96800,96800,,small_city,462986,other,credit_card,big_canceller,428051,96800,35,96800,―
Likewize Japan,79955.0,less_normal,,,,4456,iPhone 12 Pro 256GB - グラファイト SIMフリー,B,94000,1,,94000,94000,,small_city,570041,other,credit_card,big_canceller,413182,94000,35,94000,
Likewize Japan,80869.0,normal,2022-09-02,44806.91255787037,44809.0,4459,iPhone 12 Pro 256GB - パシフィックブルー SIMフリー,A,97500,1,,97500,97500,G6TDJC4A0D8Q 保留,small_city,578022,other,credit_card,mid_canceller,413184,97500,3,97500,cancel
ワールドモバイル,81969.0,less_normal,,,,14064,iPad Pro 12.9インチ 第4世代 - 2020 - WiFi + Cellular - 128GB - シルバー SIMフリー,A,96800,1,,96800,96800,,small_city,588337,other,credit_card,big_canceller,338463,96800,35,96800,
アップルバイヤーズ,57118.0,less_normal,,,,9006,iPhone 8 Plus 64GB - ゴールド SIMフリー,B,34570,1,299783512835288993803867783168,34570,34570,,big_city,393302,other,credit_card,big_canceller,38771,34570,35,34570,―
ワールドモバイル,55381.0,less_normal,,,,8304,iPad Pro 11インチ 第2世代 - 2020 - WiFi - 512GB - シルバー,C,80800,1,,80800,80800,,big_city,380636,other,credit_card,big_canceller,338093,80800,35,80800,―
Likewize Japan,,less_normal,,,,9149,iPhone 12 128GB - ブルー SIMフリー,C,68900,1,,129900,129900,,big_city,404629,other,credit_card,big_canceller,418120,129900,35,68900,
男前ケータイ,57274.0,less_normal,,,,7436,iPhone 8 Plus 256GB - シルバー SIMフリー,C,36800,1,,36800,36800,,big_city,394383,other,credit_card,big_canceller,38775,36800,35,36800,―
Amemoba,83921.0,less_normal,,,,7385,AirPods 2 (エアポッツ第2世代 - MV7N2JA),C,13000,1,QD0CLX2Y,13000,13000,,big_city,606526,gmail.com,credit_card,big_canceller,266743,13000,35,13000,
Lucky Sky,81618.0,less_normal,,,,13433,iPhone 13 256GB - ピンク SIMフリー,A,111800,1,IP13-256G-PINK-S,111800,111800,,small_city,585252,gmail.com,credit_card,big_canceller,512311,111800,35,111800,―
PRODIG,76027.0,less_normal,,,,12432,iPhone 12 64GB - ホワイト SIMフリー,C,73799,1,12-wh-64-3,73799,73799,,small_city,534852,gmail.com,credit_card,big_canceller,418117,73799,35,73799,
P&G,49999.0,less_normal,,,,4620,AirPods Pro (エアポッツプロ - MWP22J/A),A,22990,1,4549995085938-d,22990,22990,,big_city,342151,other,credit_card,big_canceller,308532,22990,35,22990,
Loop Mobile,51764.0,less_normal,,,,4991,iPhone 12 Pro Max 512GB - パシフィックブルー SIMフリー,C,124000,1,PH-AP-IP12PM-FAC-512-PC-A2410-C,124000,124000,,big_city,354805,gmail.com,credit_card,big_canceller,413849,124000,35,124000,―
Likewize Japan,52082.0,less_normal,,,,3094,iPhone XR 64GB - ブラック SIMフリー,C,29800,1,,29800,29800,,big_city,357021,other,credit_card,big_canceller,161659,29800,35,29800,―
Amemoba,75693.0,less_normal,,,,13509,iPhone 13 Pro Max 256GB- グラファイト SIMフリー,C,156800,1,5530568,156800,156800,,small_city,531837,other,credit_card,big_canceller,512443,156800,35,156800,―
