merchant,id,status,order_date,payment_date,shipping_date,product_id,product_name,Grade,price,quantity,SKU,subtotal,total,memo_content,shipping_prefecture,注文詳細ID,Domain,payment_method,canceller,product_code,total_price,status_id,orderline_value,payment_status
Reuse Style,79658.0,キャンセル受付完了 / 返金完了,44802.59543981482,44802.59543981482,,13274,iPhone 12 64GB - パープル SIMフリー,Aグレード,90200,1,,90200,90200,,愛知県,567169,gmail.com,クレジットカード決済,BackMarketJP,475946,90200,3,90200,取消
旭東トレーディング,70083.0,システムキャンセル,,,,10779,iPad Pro 12.9インチ 第4世代 - 2020 - WiFi + Cellular - 512GB - スペースグレイ SIMフリー,Aグレード,135800,1,4XF72J/A,135800,135800,,愛知県,489223,outlook.com,クレジットカード決済,システムキャンセル,338474,135800,35,135800,―
Likewize Japan,48005.0,システムキャンセル,,,,3581,iPhone 11 64GB - (PRODUCT)Red SIMフリー,Cグレード,43200,1,,175600,175600,,岩手県,327902,gmail.com,クレジットカード決済,システムキャンセル,290060,175600,35,43200,
Reuse Style,69551.0,システムキャンセル,,,,10909,iMac 21.5インチ - 2019 - Retinaディスプレイ - シルバー - Core i7 3.2GHz - SSD 1TB - RAM 16GB - JIS配列キーボード - MRT42J/A,Cグレード,126500,1,,126500,126500,,神奈川県,485075,gmail.com,クレジットカード決済,システムキャンセル,999999108,126500,35,126500,―
Likewize Japan,84130.0,システムキャンセル,,,,3549,iPhone 11 64GB - ブラック SIMフリー,Bグレード,44489,1,,44489,44489,,東京都,608293,gmail.com,クレジットカード決済,システムキャンセル,290057,44489,35,44489,
Likewize Japan,65475.0,システムキャンセル,,,,3549,iPhone 11 64GB - ブラック SIMフリー,Bグレード,45000,1,,45000,45000,,東京都,454586,kagi.be,クレジットカード決済,システムキャンセル,290057,45000,35,45000,
P&G,48364.0,システムキャンセル,,,,4620,AirPods Pro (エアポッツプロ - MWP22J/A),Aグレード,22990,1,4549995085938-d,22990,22990,,大阪府,330408,outlook.com,クレジットカード決済,システムキャンセル,308532,22990,35,22990,
Amemoba,70171.0,システムキャンセル,,,,12655,iPhone 12 Pro Max 128GB - ゴールド SIMフリー,Bグレード,121975,1,15236666,121975,121975,,大阪府,489845,xmailer.be,クレジットカード決済,システムキャンセル,413839,121975,35,121975,―
ハピネスネット,74623.0,システムキャンセル,,,,12675,iPhone 13 128GB - ブルー SIMフリー,Aグレード,108720,1,,108720,108720,,大阪府,522999,xmailer.be,クレジットカード決済,システムキャンセル,512315,108720,35,108720,―
Likewize Japan,79934.0,キャンセル受付完了 / 返金完了,44803.58274305556,44803.58274305556,,4653,iPhone 12 Pro 256GB - ゴールド SIMフリー,Bグレード,94000,1,,94000,94000,G6TFD0100D8P,大阪府,569863,gmail.com,クレジットカード決済,BackMarketJP,413183,94000,3,94000,取消
RECO,78574.0,システムキャンセル,,,,12327,iPhone 13 128GB - ミッドナイト SIMフリー,Cグレード,109699,1,,109699,109699,,大阪府,557060,gmail.com,クレジットカード決済,システムキャンセル,512318,109699,35,109699,―
Sakumoba,80490.0,システムキャンセル,,,,14044,iPhone 13 mini 256GB - ミッドナイト SIMフリー,Cグレード,98800,1,,98800,98800,,大阪府,574625,gmail.com,クレジットカード決済,システムキャンセル,512342,98800,35,98800,
Likewize Japan,47121.0,システムキャンセル,,,,3636,iPhone 11 64GB - ブラック SIMフリー,Cグレード,43900,2,,87800,87800,,埼玉県,321698,gmail.com,クレジットカード決済,システムキャンセル,290057,87800,35,87800,―
Sakumoba,58808.0,システムキャンセル,,,,9936,iPad Pro 11インチ 第2世代 - 2020 - WiFi - 256GB - スペースグレイ,Aグレード,83800,1,,83800,83800,,埼玉県,405335,outlook.jp,クレジットカード決済,システムキャンセル,338083,83800,35,83800,
P&G,48082.0,システムキャンセル,,,,8016,Apple Watch SE 第1世代 2020 (GPSモデル) - 2020 - 40mm シルバーアルミニウムケース - ホワイトスポーツバンド付き,Aグレード,40000,1,4549995162394-d,40000,40000,,福岡県,328421,yahoo.com,クレジットカード決済,システムキャンセル,450143,40000,35,40000,―
Likewize Japan,83042.0,システムキャンセル,,,,10665,iPhone 12 128GB - グリーン SIMフリー,Cグレード,73000,1,,73000,73000,,大阪府,598576,gmail.com,クレジットカード決済,システムキャンセル,418122,73000,35,73000,
SECOND HAND,79839.0,システムキャンセル,,,,12610,iPhone 12 Pro Max 128GB - パシフィックブルー SIMフリー,Cグレード,123000,1,IP12PRM128PBLU-3,123000,123000,,神奈川県,569045,ganriben22.com,クレジットカード決済,システムキャンセル,413834,123000,35,123000,
アップルバイヤーズ,53131.0,システムキャンセル,,,,9085,iPad Air 第4世代 10.9インチ - 2020 - WiFi - 64GB - スカイブルー,Aグレード,69800,1,,69800,69800,,東京都,364544,ganriben22.com,クレジットカード決済,システムキャンセル,419599,69800,35,69800,―
P&G,52878.0,システムキャンセル,,,,4620,AirPods Pro (エアポッツプロ - MWP22J/A),Aグレード,22990,1,4549995085938-d,22990,22990,,東京都,362726,ganriben22.com,クレジットカード決済,システムキャンセル,308532,22990,35,22990,―
Sakumoba,54884.0,システムキャンセル,,,,9941,iPad mini 第6世代 8.3インチ - 2021 - WiFi - 64GB - パープル,Aグレード,68800,1,,68800,68800,,愛知県,377124,ganriben22.com,クレジットカード決済,システムキャンセル,512570,68800,35,68800,―
ワールドモバイル,54969.0,システムキャンセル,,,,7745,iPad Pro 11インチ 第2世代 - 2020 - WiFi - 256GB - スペースグレイ,Bグレード,75800,1,,75800,75800,,神奈川県,377689,hotmail.com,クレジットカード決済,システムキャンセル,338083,75800,35,75800,―
Lucky Sky,48846.0,システムキャンセル,,,,6068,iPhone 12 128GB - パープル SIMフリー,Aグレード,82000,1,IP12-128G-PURPLE-S,82000,82000,,大阪府,333840,f5.si,クレジットカード決済,システムキャンセル,475988,82000,35,82000,―
Loop Mobile,48860.0,システムキャンセル,,,,4781,iPhone 12 64GB - ホワイト SIMフリー,Cグレード,73800,1,PH-AP-IP1200-FAC-064-WH-A2402-C,73800,73800,,大阪府,333920,f5.si,クレジットカード決済,システムキャンセル,418117,73800,35,73800,―
Loop Mobile,48528.0,システムキャンセル,,,,4991,iPhone 12 Pro Max 512GB - パシフィックブルー SIMフリー,Cグレード,124000,1,PH-AP-IP12PM-FAC-512-PC-A2410-C,124000,124000,,大阪府,331571,xmailer.be,クレジットカード決済,システムキャンセル,413849,124000,35,124000,―
Sakumoba,50911.0,システムキャンセル,,,,7619,iPhone 12 Pro 512GB - シルバー SIMフリー,Cグレード,105800,1,,105800,105800,,神奈川県,348601,163.com,クレジットカード決済,システムキャンセル,413185,105800,35,105800,
Amemoba,79190.0,システムキャンセル,,,,12744,iPad Air 第5世代 10.9インチ - 2022 - WiFi + Cellular SIMフリー - 64GB - スペースグレイ,Aグレード,96800,1,71505930,96800,96800,,東京都,562882,gmail.com,クレジットカード決済,システムキャンセル,687769,96800,35,96800,―
Amemoba,79630.0,キャンセル受付完了 / 返金完了,44802.48564814815,44802.48564814815,,13142,iPad mini 第6世代 8.3インチ - 2021 - WiFi - 256GB - スペースグレイ,Aグレード,88709,1,CDFWX62Y,88709,88709,,東京都,566894,gmail.com,クレジットカード決済,BackMarketJP,512567,88709,3,88709,取消
SSmarket,66241.0,システムキャンセル,,,,12261,AirPods Pro (エアポッツプロ - MWP22J/A),Bグレード,29800,1,1080B,29800,29800,,大阪府,460376,outlook.com,クレジットカード決済,システムキャンセル,308532,29800,35,29800,―
アップルバイヤーズ,79033.0,システムキャンセル,,,,13855,iPhone XS 512GB - ゴールド SIMフリー,Aグレード,59969,1,38698,59969,59969,,大阪府,561412,hotmail.com,クレジットカード決済,システムキャンセル,226485,59969,35,59969,
Amemoba,65319.0,システムキャンセル,,,,11724,iPhone 12 256GB - パープル SIMフリー,Aグレード,114800,1,682307,114800,114800,,大阪府,453456,hotmail.com,クレジットカード決済,システムキャンセル,475998,114800,35,114800,―
Amemoba,66538.0,システムキャンセル,,,,11719,iPhone 13 Pro Max 512GB - シエラブルー SIMフリー,Aグレード,198000,1,905610,198000,198000,,大阪府,462702,hotmail.com,クレジットカード決済,システムキャンセル,512431,198000,35,198000,
アップルバイヤーズ,66960.0,システムキャンセル,,,,11616,iPad Air 第5世代 10.9インチ - 2022 - WiFi + Cellular SIMフリー - 64GB - パープル,Aグレード,100000,1,,100000,100000,,大阪府,465766,hotmail.com,クレジットカード決済,システムキャンセル,687770,100000,35,100000,―
Amemoba,83544.0,システムキャンセル,,,,7382,AirPods Pro (エアポッツプロ - MWP22J/A),Cグレード,27800,1,XSXU0C6L,27800,27800,,埼玉県,603318,asia.com,クレジットカード決済,システムキャンセル,308532,27800,35,27800,
ワールドモバイル,46116.0,システムキャンセル,,,,6768,iPad Pro 第3世代 12.9インチ - 2018 - WiFi + Cellular - 256GB - シルバー SIMフリー,Cグレード,78800,1,,78800,78800,,大阪府,314932,f5.si,クレジットカード決済,システムキャンセル,320654,78800,35,78800,―
P&G,47693.0,システムキャンセル,,,,4943,iPhone 12 Pro 256GB - パシフィックブルー SIMフリー,Aグレード,119300,1,4549995183955-d,119300,119300,,大阪府,325730,xmailer.be,クレジットカード決済,システムキャンセル,413184,119300,35,119300,―
P&G,56184.0,システムキャンセル,,,,4620,AirPods Pro (エアポッツプロ - MWP22J/A),Aグレード,22990,1,4549995085938-d,22990,22990,,埼玉県,386329,f5.si,クレジットカード決済,システムキャンセル,308532,22990,35,22990,
ワールドモバイル,78825.0,システムキャンセル,,,,12735,iPad Air 第4世代 10.9インチ - 2020 - WiFi - 64GB - ローズゴールド,Aグレード,68800,1,,68800,68800,,東京都,559434,abab1993.com,クレジットカード決済,システムキャンセル,419597,68800,35,68800,―
SECOND HAND,79773.0,システムキャンセル,,,,12549,Apple Watch Series 6 (GPSモデル) - 2020 - 44mm ブルーアルミニウムケース - ディープネイビースポーツバンド付き,Aグレード,44800,1,AW644ALMGPSSBBLUDNV-1,44800,44800,,千葉県,568403,gmail.com,クレジットカード決済,システムキャンセル,568721,44800,35,44800,
Amemoba,64691.0,システムキャンセル,,,,11115,iPhone 13 Pro 256GB - シエラブルー SIMフリー,Cグレード,147800,1,,147800,147800,,神奈川県,448940,hotmail.com,クレジットカード決済,システムキャンセル,512422,147800,35,147800,―
RECO,80883.0,システムキャンセル,,,,12298,iPhone 13 Pro 128 GB - シルバー SIMフリー,Bグレード,129900,1,,129900,129900,,神奈川県,578220,gmailler.com,クレジットカード決済,システムキャンセル,512412,129900,35,129900,
ワールドモバイル,81511.0,システムキャンセル,,,,11696,iPad Pro 12.9インチ 第4世代 - 2020 - WiFi + Cellular - 1TB - スペースグレイ SIMフリー,Aグレード,104800,1,,104800,104800,,神奈川県,584151,hotmail.com,クレジットカード決済,システムキャンセル,338479,104800,35,104800,―
Loop Mobile,45957.0,システムキャンセル,,,,4800,iPhone 12 Pro 128GB - パシフィックブルー SIMフリー,Cグレード,99500,1,PH-AP-IP12P0-FAC-128-PC-A2406-C,99500,99500,,神奈川県,313764,hotmail.com,クレジットカード決済,システムキャンセル,413174,99500,35,99500,―
ワールドモバイル,66580.0,システムキャンセル,,,,11673,iPad Pro 12.9インチ 第4世代 - 2020 - WiFi + Cellular - 256GB - スペースグレイ SIMフリー,Cグレード,94800,1,,94800,94800,,神奈川県,462991,hotmail.com,クレジットカード決済,システムキャンセル,338464,94800,35,94800,―
P&G,45316.0,システムキャンセル,,,,4620,AirPods Pro (エアポッツプロ - MLWK3JA),Aグレード,25500,1,4549995085938-d,25500,25500,,愛知県,309303,gmail.com,クレジットカード決済,システムキャンセル,308532,25500,35,25500,―
Amemoba,58565.0,システムキャンセル,,,,10901,iPhone 13 Pro Max 256GB - シエラブルー SIMフリー,Aグレード,145800,1,84263906,145800,145800,,愛知県,403513,hotmail.com,クレジットカード決済,システムキャンセル,512429,145800,35,145800,―
Lucky Sky,46882.0,システムキャンセル,,,,6075,iPhone 13 Pro 128GB - シエラブルー SIMフリー,Aグレード,120000,1,IP13 PRO-128G-BLUE-S,120000,120000,,大阪府,320070,honeys.be,クレジットカード決済,システムキャンセル,512418,120000,35,120000,―
Reuse Style,79636.0,システムキャンセル,,,,13346,MacBook Air 13インチ - 2020 - Retinaディスプレイ - スペースグレイ - Core i5 1.1 GHz - SSD 256GB - RAM 16GB - JIS配列キーボード,Bグレード,115000,1,,115000,115000,,福岡県,566955,gmail.com,クレジットカード決済,システムキャンセル,716010_JP,115000,35,115000,
Reuse Style,79185.0,キャンセル受付完了 / 返金完了,44800.55626157407,44800.55626157407,,13275,iPhone 12 64GB - ブラック SIMフリー,Aグレード,86899,1,,86899,86899,,福岡県,562815,gmail.com,クレジットカード決済,BackMarketJP,418114,86899,3,86899,取消
男前ケータイ,79659.0,システムキャンセル,,,,13427,iPad mini 第6世代 8.3インチ - 2021 - WiFi - 256GB - スペースグレイ,Aグレード,88710,1,,88710,88710,,福岡県,567177,gmail.com,クレジットカード決済,システムキャンセル,512567,88710,35,88710,
Reuse Style,79162.0,キャンセル受付完了 / 返金完了,44800.4447337963,44800.4447337963,,12429,MacBook Air 13インチ - 2020 - Retinaディスプレイ - シルバー - Core i5 1.6 GHz - SSD 256GB - RAM 8GB - JIS配列キーボード,Cグレード,110000,1,,110000,110000,,東京都,562547,gmail.com,クレジットカード決済,BackMarketJP,520627_JP,110000,3,110000,取消
SECOND HAND,79675.0,キャンセル受付完了 / 返金完了,44802.62908564815,44802.62908564815,,12282,AirPods Pro (エアポッツプロ - MWP22J/A),Aグレード,29310,1,APPRWH-1,29310,29310,,東京都,567361,outlook.jp,クレジットカード決済,BackMarketJP,308532,29310,3,29310,取消
Guest Mobile,79693.0,システムキャンセル,,,,13412,iPhone 13 Pro Max 128GB- グラファイト SIMフリー,Aグレード,189800,1,,189800,189800,,東京都,567607,gmail.com,クレジットカード決済,システムキャンセル,512442,189800,35,189800,
PRODIG,79700.0,システムキャンセル,,,,12452,iPhone 12 128GB - グリーン SIMフリー,Bグレード,91796,1,12-gr-128-2,91796,91796,,東京都,567662,gmail.com,クレジットカード決済,システムキャンセル,418122,91796,35,91796,
Likewize Japan,79931.0,システムキャンセル,,,,4456,iPhone 12 Pro 256GB - グラファイト SIMフリー,Bグレード,94000,1,,94000,94000,,東京都,569847,gmail.com,クレジットカード決済,システムキャンセル,413182,94000,35,94000,
Lucky Sky,83212.0,システムキャンセル,,,,5176,iPhone 13 Pro 256GB - シエラブルー SIMフリー,Aグレード,146700,1,IP13 PRO-256G-BLUE-S,146700,146700,,鳥取県,600070,outlook.com,クレジットカード決済,システムキャンセル,512422,146700,35,146700,
SECOND HAND,79164.0,キャンセル受付完了 / 返金完了,44800.45795138889,44800.45795138889,44802.82019675926,10896,MacBook Air 13インチ - 2018 - Retinaディスプレイ - シルバー - Core i5 1.6 GHz - SSD 128GB - RAM 16GB - JIS配列キーボード - MREA2J/A,Bグレード,94000,1,MBA20181316SILV-2,94000,94000,,長野県,562575,gmail.com,クレジットカード決済,BackMarketJP,569812_JP,94000,3,94000,取消
Lucky Sky,48014.0,システムキャンセル,,,,5408,iPhone 12 Pro 128GB - グラファイト SIMフリー,Aグレード,105000,1,IP12 PRO-128G-GRAY-S,105000,105000,,東京都,327965,outlook.jp,クレジットカード決済,システムキャンセル,413171,105000,35,105000,
Sakumoba,47245.0,システムキャンセル,,,,7482,iPhone 12 Pro 256GB - シルバー SIMフリー,Cグレード,98800,1,,98800,98800,,東京都,322550,outlook.jp,クレジットカード決済,システムキャンセル,413181,98800,35,98800,―
Lucky Sky,81111.0,システムキャンセル,,,,13437,iPhone 13 Pro 256GB - シルバー SIMフリー,Aグレード,147000,1,IP13 PRO-256G-SILVER-S,147000,147000,,東京都,580528,outlook.jp,クレジットカード決済,システムキャンセル,512414,147000,35,147000,
Likewize Japan,44233.0,システムキャンセル,,,,7169,iPhone 12 64GB - グリーン SIMフリー,Cグレード,63000,1,,63000,63000,,京都府,301421,hotmail.com,クレジットカード決済,システムキャンセル,418123,63000,35,63000,
P&G,48025.0,システムキャンセル,,,,4620,AirPods Pro (エアポッツプロ - MWP22J/A),Aグレード,25500,1,4549995085938-d,25500,25500,,京都府,328060,gmail.com,クレジットカード決済,システムキャンセル,308532,25500,35,25500,
P&G,48798.0,システムキャンセル,,,,4620,AirPods Pro (エアポッツプロ - MWP22J/A),Aグレード,22990,1,4549995085938-d,22990,22990,,京都府,333534,gmail.com,クレジットカード決済,システムキャンセル,308532,22990,35,22990,―
Lucky Sky,63265.0,システムキャンセル,,,,4561,iPhone 12 64GB - ホワイト SIMフリー,Aグレード,82000,1,IP12-64G-WHITE-S,82000,82000,,京都府,438462,outlook.jp,クレジットカード決済,システムキャンセル,418117,82000,35,82000,―
Sakumoba,76266.0,システムキャンセル,,,,11204,AirPods 3 (エアポッツ第3世代 - MME73J/A),Aグレード,27991,1,,27991,27991,,東京都,537072,yahoo.com,クレジットカード決済,システムキャンセル,546537,27991,35,27991,―
Amemoba,66581.0,システムキャンセル,,,,11427,iPad mini 第6世代 8.3インチ - 2021 - WiFi + Cellular - 64GB - スターライト,Aグレード,89800,1,70088393,89800,89800,,埼玉県,462995,hotmail.com,クレジットカード決済,システムキャンセル,512575,89800,35,89800,―
ワールドモバイル,66655.0,システムキャンセル,,,,11680,iPad Pro 12.9インチ 第4世代 - 2020 - WiFi - 128GB - スペースグレイ,Bグレード,90800,1,,90800,90800,,埼玉県,463505,hotmail.com,クレジットカード決済,システムキャンセル,428049,90800,35,90800,―
Likewize Japan,80875.0,システムキャンセル,,,,13332,iPhone 12 Pro 128GB - ゴールド SIMフリー,Aグレード,93000,1,,93000,93000,,埼玉県,578077,gmailler.com,クレジットカード決済,システムキャンセル,413175,93000,35,93000,
Loop Mobile,52592.0,システムキャンセル,,,,4991,iPhone 12 Pro Max 512GB - パシフィックブルー SIMフリー,Cグレード,124000,1,PH-AP-IP12PM-FAC-512-PC-A2410-C,124000,124000,,大阪府,360660,xmailer.be,クレジットカード決済,システムキャンセル,413849,124000,35,124000,―
SECOND HAND,66546.0,システムキャンセル,,,,12282,AirPods Pro (エアポッツプロ - MWP22J/A),Aグレード,31500,1,APPRWH-1,31500,31500,,大阪府,462752,hotmail.com,クレジットカード決済,システムキャンセル,308532,31500,35,31500,―
旭東トレーディング,66647.0,システムキャンセル,,,,10778,iPad Pro 11インチ 第1世代 - 2018 - 1TB - WiFi + Cellular - スペースグレイ SIMフリー,Aグレード,112500,1,4U1V2J/A,112500,112500,,大阪府,463449,hotmail.com,クレジットカード決済,システムキャンセル,178244,112500,35,112500,―
Amemoba,64764.0,システムキャンセル,,,,11115,iPhone 13 Pro 256GB - シエラブルー SIMフリー,Cグレード,147800,1,,147800,147800,,大阪府,449520,hotmail.com,クレジットカード決済,システムキャンセル,512422,147800,35,147800,―
Amemoba,65902.0,システムキャンセル,,,,12255,iPad mini 第6世代 8.3インチ - 2021 - WiFi + Cellular - 64GB - ピンク,Aグレード,89800,1,77984990,89800,89800,,大阪府,457686,hotmail.com,クレジットカード決済,システムキャンセル,512579,89800,35,89800,―
ワールドモバイル,66597.0,システムキャンセル,,,,11669,iPad Pro 12.9インチ 第4世代 - 2020 - WiFi - 128GB - スペースグレイ,Cグレード,88800,1,,88800,88800,,大阪府,463108,hotmail.com,クレジットカード決済,システムキャンセル,428049,88800,35,88800,―
Amemoba,68040.0,システムキャンセル,,,,12252,iPad Air 第5世代 10.9インチ - 2022 - WiFi + Cellular SIMフリー - 64GB - スターライト,Aグレード,96800,1,71684933,96800,96800,,大阪府,473834,outlook.jp,クレジットカード決済,システムキャンセル,687766,96800,35,96800,―
Loop Mobile,44153.0,システムキャンセル,,,,4797,iPhone 12 Pro 128GB - グラファイト SIMフリー,Cグレード,99500,1,PH-AP-IP12P0-FAC-128-GP-A2406-C,99500,99500,,神奈川県,300757,hotmail.com,クレジットカード決済,システムキャンセル,413171,99500,35,99500,―
ワールドモバイル,66600.0,システムキャンセル,,,,11673,iPad Pro 12.9インチ 第4世代 - 2020 - WiFi + Cellular - 256GB - スペースグレイ SIMフリー,Cグレード,94800,1,,94800,94800,,東京都,463125,hotmail.com,クレジットカード決済,システムキャンセル,338464,94800,35,94800,―
Amemoba,66894.0,システムキャンセル,,,,12350,iPad Air 第5世代 10.9インチ - 2022 - WiFi + Cellular SIMフリー - 64GB - ブルー,Aグレード,96800,1,1138336,96800,96800,,東京都,465250,hotmail.com,クレジットカード決済,システムキャンセル,687776,96800,35,96800,
Amemoba,60273.0,システムキャンセル,,,,11113,iPhone 13 128GB - グリーン SIMフリー,Cグレード,108000,1,,108000,108000,,東京都,416254,outlook.jp,クレジットカード決済,システムキャンセル,624159,108000,35,108000,
Amemoba,58659.0,システムキャンセル,,,,10907,iPhone 13 Pro 256GB - シルバー SIMフリー,Aグレード,133800,1,637652,133800,133800,,東京都,404217,outlook.jp,クレジットカード決済,システムキャンセル,512414,133800,35,133800,
Amemoba,60815.0,システムキャンセル,,,,11271,iPhone 13 Pro 256GB - ゴールド SIMフリー,Cグレード,148000,1,,148000,148000,,東京都,420434,outlook.jp,クレジットカード決済,システムキャンセル,512409,148000,35,148000,
旭東トレーディング,60904.0,システムキャンセル,,,,10778,iPad Pro 11インチ 第1世代 - 2018 - 1TB - WiFi + Cellular - スペースグレイ SIMフリー,Aグレード,112500,1,4U1V2J/A,112500,112500,,東京都,421094,outlook.jp,クレジットカード決済,システムキャンセル,178244,112500,35,112500,
Amemoba,79166.0,システムキャンセル,,,,12255,iPad mini 第6世代 8.3インチ - 2021 - WiFi + Cellular - 64GB - ピンク,Aグレード,89800,1,77984990,89800,89800,,兵庫県,562614,gmail.com,クレジットカード決済,システムキャンセル,512579,89800,35,89800,
SECOND HAND,55277.0,システムキャンセル,,,,9182,iPhone 12 Pro 256GB - パシフィックブルー SIMフリー,Aグレード,103900,1,IP12PR256PBLU-1,103900,103900,,福岡県,379946,hotmail.com,クレジットカード決済,システムキャンセル,413184,103900,35,103900,―
Sakumoba,55285.0,システムキャンセル,,,,9937,iPad mini 第6世代 8.3インチ - 2021 - WiFi - 256GB - スターライト,Aグレード,76800,1,,76800,76800,,福岡県,379993,hotmail.com,クレジットカード決済,システムキャンセル,512572,76800,35,76800,―
Reuse Style,79058.0,システムキャンセル,,,,13346,MacBook Air 13インチ - 2020 - Retinaディスプレイ - スペースグレイ - Core i5 1.1 GHz - SSD 256GB - RAM 16GB - JIS配列キーボード,Bグレード,115000,1,,115000,115000,,福岡県,561630,gmail.com,クレジットカード決済,システムキャンセル,716010_JP,115000,35,115000,
Loop Mobile,48548.0,システムキャンセル,,,,4800,iPhone 12 Pro 128GB - パシフィックブルー SIMフリー,Cグレード,97800,1,PH-AP-IP12P0-FAC-128-PC-A2406-C,97800,97800,,埼玉県,331725,hotmail.com,クレジットカード決済,システムキャンセル,413174,97800,35,97800,
アップルバイヤーズ,69281.0,システムキャンセル,,,,11616,iPad Air 第5世代 10.9インチ - 2022 - WiFi + Cellular SIMフリー - 64GB - パープル,Aグレード,100000,1,,100000,100000,,埼玉県,483036,outlook.jp,クレジットカード決済,システムキャンセル,687770,100000,35,100000,―
Amemoba,78070.0,システムキャンセル,,,,12699,iPhone 13 Pro Max 256GB - アルパイングリーン SIMフリー,Bグレード,168000,1,86178292,168000,168000,,埼玉県,552444,outlook.jp,クレジットカード決済,システムキャンセル,624187,168000,35,168000,
Sakumoba,77547.0,システムキャンセル,,,,12845,iPhone 13 Pro Max 256GB - アルパイングリーン SIMフリー,Aグレード,189700,1,,189700,189700,,埼玉県,547871,outlook.com,クレジットカード決済,システムキャンセル,624187,189700,35,189700,
PRODIG,55865.0,システムキャンセル,,,,9122,iPhone 11 64GB - (PRODUCT)Red SIMフリー,Cグレード,41100,1,11-rd-64-3,41100,41100,,東京都,384108,163.com,クレジットカード決済,システムキャンセル,290060,41100,35,41100,
Likewize Japan,60178.0,システムキャンセル,,,,1390,iPhone XS Max 64GB - スペースグレイ SIMフリー,Bグレード,45000,1,,45000,45000,,埼玉県,415520,mail.com,クレジットカード決済,システムキャンセル,166063,45000,35,45000,―
P&G,52189.0,システムキャンセル,,,,4620,AirPods Pro (エアポッツプロ - MWP22J/A),Aグレード,22990,2,4549995085938-d,45980,45980,,東京都,357723,outlook.jp,クレジットカード決済,システムキャンセル,308532,45980,35,45980,―
Likewize Japan,71933.0,システムキャンセル,,,,10663,iPhone 12 256GB - ブルー SIMフリー,Cグレード,78000,1,,78000,78000,,愛知県,502838,gmail.com,クレジットカード決済,システムキャンセル,388612,78000,35,78000,―
Amemoba,67332.0,システムキャンセル,,,,11606,iPhone 13 128GB  - スターライト SIMフリー,Aグレード,110000,1,10906179,110000,110000,,東京都,468538,outlook.com,クレジットカード決済,システムキャンセル,512324,110000,35,110000,―
SECOND HAND,76905.0,システムキャンセル,,,,11358,iPhone 12 64GB - パープル SIMフリー,Cグレード,80000,1,IP1264PPL-3,80000,80000,,神奈川県,542317,gmail.com,クレジットカード決済,システムキャンセル,475946,80000,35,80000,
Reuse Style,79187.0,キャンセル受付完了 / 返金完了,44800.55657407407,44800.55657407407,,12527,MacBook Air 13インチ - 2020 - Retinaディスプレイ - スペースグレイ - Core i5 1.1 GHz - SSD 256GB - RAM 16GB - JIS配列キーボード,Cグレード,113300,1,,113300,113300,,大阪府,562836,gmail.com,クレジットカード決済,BackMarketJP,716010_JP,113300,3,113300,取消
アップルバイヤーズ,50295.0,システムキャンセル,,,,8883,iPhone 12 64GB - ホワイト SIMフリー,Aグレード,80000,1,,80000,80000,,兵庫県,344242,sky.bbexcite.jp,クレジットカード決済,システムキャンセル,418117,80000,35,80000,―
Reuse Style,79646.0,システムキャンセル,,,,13274,iPhone 12 64GB - パープル SIMフリー,Aグレード,90200,1,,90200,90200,,岐阜県,567054,gmail.com,クレジットカード決済,システムキャンセル,475946,90200,35,90200,
Reuse Style,79911.0,キャンセル受付完了 / 返金完了,44803.51689814815,44803.51689814815,,13274,iPhone 12 64GB - パープル SIMフリー,Aグレード,90200,1,,90200,90200,,岐阜県,569720,gmail.com,クレジットカード決済,BackMarketJP,475946,90200,3,90200,取消
Lucky Sky,78918.0,システムキャンセル,,,,5176,iPhone 13 Pro 256GB - シエラブルー SIMフリー,Aグレード,147000,1,IP13 PRO-256G-BLUE-S,147000,147000,,岐阜県,560299,gmail.com,クレジットカード決済,システムキャンセル,512422,147000,35,147000,
アップルバイヤーズ,80497.0,システムキャンセル,,,,14033,iPhone 12 256GB - (PRODUCT)Red SIMフリー,Cグレード,96800,1,38975,96800,96800,,岐阜県,574668,gmail.com,クレジットカード決済,システムキャンセル,414217,96800,35,96800,
男前ケータイ,82405.0,入金済み,44813.58672453704,44813.58672453704,,13427,iPad mini 第6世代 8.3インチ - 2021 - WiFi - 256GB - スペースグレイ,Aグレード,88710,1,,88710,88710,,岐阜県,592593,gmail.com,クレジットカード決済,,512567,88710,6,88710,売上
Guest Mobile,81849.0,キャンセル受付完了 / 返金完了,44811.276087962964,44811.276087962964,,13410,iPhone 13 Pro Max 256GB - アルパイングリーン SIMフリー,Aグレード,189799,1,,189799,189799,Fraud：なりすましの疑い,岐阜県,587345,gmail.com,クレジットカード決済,BackMarketJP,624187,189799,3,189799,取消
Lucky Sky,51975.0,システムキャンセル,,,,8909,iPhone 12 128GB - ブラック SIMフリー,Aグレード,79000,1,IP12-128G-BLACK-S,79000,79000,,兵庫県,356336,gmail.com,クレジットカード決済,システムキャンセル,418115,79000,35,79000,
Amemoba,,システムキャンセル,,,,10899,iPhone 8 64GB - スペースグレイ SIMフリー,Cグレード,17699,1,80019482,17699,17699,,大阪府,490456,hotsoup.be,クレジットカード決済,システムキャンセル,36827,17699,35,17699,
